registration_date,registration_country,purchase_count,purchase_count_delivery,purchase_count_takeaway,first_purchase_day,last_purchase_day,user_id,breakfast_purchases,lunch_purchases,evening_purchases,dinner_purchases,late_night_purchases,total_purchases_eur,distinct_purchase_venue_count,min_purchase_value_eur,max_purchase_value_eur,avg_purchase_value_eur,preferred_device,ios_purchases,web_purchases,android_purchases,preferred_restaurant_types,user_has_valid_payment_method,most_common_hour_of_the_day_to_purchase,most_common_weekday_to_purchase,avg_days_between_purchases,median_days_between_purchases,average_delivery_distance_kms,purchase_count_by_store_type,customer_segment
9/1/2019,FIN,4,4,0,9/2/2019,9/10/2020,616,0,1,0,3,0,63.756,3,6.084,31.496,16.192,ios,2,0,2, ,FALSE,21,2,125,68,0.222,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 4,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,1,1,0,9/1/2019,9/1/2019,617,0,0,0,1,0,47.564,1,47.658,47.752,47.564,ios,1,0,0, ,TRUE,4,5, , ,9.339,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Occasional Big Spender
9/1/2019,DNK,4,1,3,9/1/2019,7/17/2020,618,0,0,0,4,0,187.22,3,31.434,74.168,46.552,ios,4,0,0, ,FALSE,21,3,107,153,1.067,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 4,
  Retail store: 0
}",Mid-Tier User
9/1/2019,FIN,2,2,0,2/19/2020,8/24/2020,619,0,0,0,2,0,59.708,2,23.322,36.576,30.36,android,0,0,2, ,FALSE,8,2,187,187,10.453,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 2,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,13,12,1,9/1/2019,10/6/2020,620,1,2,0,10,0,476.652,8,24.336,61.976,36.432,web,1,12,0, ,TRUE,12,6,33,11,1.961,"{
  General merchandise: 1,
  Grocery: 6,
  Pet supplies: 0,
  Restaurant: 6,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,4,4,0,9/1/2019,5/6/2020,622,0,1,1,2,0,132.572,3,14.196,47.752,33.396,ios,4,0,0, ,FALSE,15,1,83,96,9.794,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 4,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,2,2,0,9/1/2019,5/26/2020,625,0,0,0,2,0,78.936,2,27.378,51.816,39.468,ios,2,0,0, ,FALSE,9,5,268,268,9.026,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 2,
  Retail store: 0
}",Occasional Big Spender
9/1/2019,DNK,1,1,0,9/1/2019,9/1/2019,626,0,0,0,1,0,29.348,1,29.406,29.464,29.348,ios,1,0,0, ,FALSE,4,3, , ,8.529,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Mid-Tier User
9/1/2019,FIN,2,2,0,9/1/2019,4/29/2020,629,0,0,0,2,0,49.588,2,20.28,29.464,25.3,android,0,0,2, ,FALSE,19,6,241,241,1.289,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 2,
  Retail store: 0
}",Mid-Tier User
9/1/2019,FIN,40,40,0,5/9/2020,10/27/2020,630,1,16,8,14,0,1000.868,7,18.252,34.544,25.3,android,0,0,40,"[
  american,
  mexican,
  indian,
  middle eastern
]",TRUE,12,5,4,2,2.141,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 20,
  Retail store: 20
}",Mid-Tier User
9/1/2019,DNK,27,27,0,12/28/2019,8/22/2020,631,0,9,5,13,0,1066.648,17,24.336,52.832,39.468,android,0,0,27,"[
  american,
  italian
]",FALSE,0,3,9,5,10.431,"{
  General merchandise: 1,
  Grocery: 13,
  Pet supplies: 0,
  Restaurant: 13,
  Retail store: 0
}",Power User
9/1/2019,DNK,1,1,0,12/26/2019,12/26/2019,632,0,0,0,1,0,37.444,1,37.518,37.592,37.444,ios,1,0,0, ,TRUE,9,2, , ,3.263,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,3,3,0,3/30/2020,9/25/2020,633,0,1,0,2,0,143.704,2,45.63,50.8,47.564,ios,3,0,0,"[
  japanese
]",FALSE,0,4,90,90,10.369,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 3,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,16,16,0,9/1/2019,10/11/2020,634,0,3,0,13,0,495.88,10,15.21,52.832,31.372,android,0,0,16,"[
  japanese
]",FALSE,15,6,27,12,10.502,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 8,
  Retail store: 8
}",Mid-Tier User
9/1/2019,DNK,12,12,0,9/6/2019,8/29/2020,635,0,0,0,12,0,408.848,6,18.252,45.72,34.408,ios,12,0,0, ,FALSE,15,2,33,24,6.142,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 6,
  Retail store: 6
}",Mid-Tier User
9/1/2019,DNK,5,5,0,9/8/2019,5/3/2020,636,0,0,0,5,0,222.64,4,23.322,78.232,44.528,ios,5,0,0, ,TRUE,3,4,60,48,5.666,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 5,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,1,1,0,7/19/2020,7/19/2020,637,0,0,0,1,0,41.492,1,41.574,41.656,41.492,ios,1,0,0, ,FALSE,0,1, , ,6.276,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Occasional Big Spender
9/1/2019,FIN,1,1,0,9/1/2019,9/1/2019,638,0,0,0,1,0,39.468,1,39.546,39.624,39.468,web,0,1,0, ,TRUE,7,1, , ,0.17,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Occasional Big Spender
9/1/2019,GRC,2,2,0,12/13/2019,6/14/2020,639,0,2,0,0,0,27.324,2,7.098,20.32,14.168,android,0,0,2, ,FALSE,10,1,184,184,5.536,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 2,
  Retail store: 0
}",Budget User
9/1/2019,FIN,4,4,0,9/1/2019,10/12/2019,640,0,2,1,1,0,63.756,3,15.21,20.32,16.192,web,3,1,0,"[
  american
]",TRUE,12,3,14,6,5.86,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 4,
  Retail store: 0
}",Mid-Tier User
9/1/2019,GRC,19,19,0,6/22/2020,10/17/2020,641,0,14,2,3,0,202.4,5,7.098,20.32,11.132,ios,19,0,0, ,TRUE,13,2,7,1,8.575,"{
  General merchandise: 1,
  Grocery: 9,
  Pet supplies: 0,
  Restaurant: 9,
  Retail store: 0
}",Frequent Low Spender
9/1/2019,DNK,7,7,0,9/1/2019,7/19/2020,644,0,2,0,5,0,209.484,7,22.308,42.672,30.36,web,6,1,0, ,TRUE,9,1,54,15,6.488,"{
  General merchandise: 1,
  Grocery: 3,
  Pet supplies: 0,
  Restaurant: 3,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,1,1,0,3/29/2020,3/29/2020,645,0,1,0,0,0,41.492,1,41.574,41.656,41.492,ios,1,0,0, ,FALSE,2,4, , ,9.333,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Occasional Big Spender
9/1/2019,FIN,12,12,0,9/1/2019,3/16/2020,648,1,5,1,5,0,227.7,7,15.21,31.496,19.228,web,9,3,0,"[
  middle eastern,
  american
]",TRUE,20,3,18,9,4.76,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 6,
  Retail store: 6
}",Frequent Low Spender
9/1/2019,DNK,13,13,0,12/6/2019,10/29/2020,649,0,4,0,9,0,569.756,11,24.336,71.12,43.516,ios,6,7,0, ,TRUE,9,3,27,8,10.638,"{
  General merchandise: 1,
  Grocery: 6,
  Pet supplies: 0,
  Restaurant: 6,
  Retail store: 0
}",Power User
9/1/2019,DNK,9,8,1,9/1/2019,9/3/2020,650,0,1,0,8,0,358.248,4,23.322,71.12,39.468,ios,9,0,0, ,FALSE,21,1,46,31,6.376,"{
  General merchandise: 1,
  Grocery: 4,
  Pet supplies: 0,
  Restaurant: 4,
  Retail store: 0
}",Power User
9/1/2019,FIN,38,38,0,9/1/2019,11/25/2019,651,0,3,1,34,0,808.588,6,14.196,37.592,21.252,ios,38,0,0, ,TRUE,0,2,2,1,7.362,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 19,
  Retail store: 19
}",Mid-Tier User
9/1/2019,DNK,4,3,1,3/12/2020,5/5/2020,652,0,0,1,3,0,135.608,3,24.336,41.656,33.396,android,0,1,3, ,TRUE,0,7,18,13,7.536,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 4,
  Retail store: 0
}",Mid-Tier User
9/1/2019,FIN,6,6,0,9/1/2019,6/22/2020,653,0,0,0,6,0,146.74,4,15.21,40.64,24.288,android,0,0,6, ,FALSE,14,2,59,59,4.632,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 3,
  Retail store: 3
}",Mid-Tier User
9/1/2019,FIN,1,1,0,9/1/2019,9/1/2019,654,0,0,0,1,0,27.324,1,27.378,27.432,27.324,web,0,1,0, ,TRUE,13,7, , ,4.518,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Mid-Tier User
9/1/2019,GRC,20,19,1,9/13/2019,10/28/2020,655,1,6,5,8,0,411.884,12,2.028,51.816,20.24,android,0,0,20,"[
  american
]",TRUE,19,1,22,11,5.79,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 10,
  Retail store: 10
}",Mid-Tier User
9/1/2019,DNK,1,1,0,1/11/2020,1/11/2020,656,0,0,0,1,0,20.24,1,20.28,20.32,20.24,web,0,1,0, ,TRUE,15,2, , ,3.305,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Mid-Tier User
9/1/2019,GRC,8,8,0,6/4/2020,10/22/2020,657,0,2,4,2,0,144.716,5,6.084,38.608,18.216,android,0,6,2, ,TRUE,2,3,20,12,3.383,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 4,
  Retail store: 4
}",Frequent Low Spender
9/1/2019,GRC,18,18,0,9/1/2019,10/28/2020,658,0,7,0,11,0,238.832,13,7.098,32.512,13.156,ios,18,0,0, ,TRUE,13,1,25,14,7.858,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 9,
  Retail store: 9
}",Frequent Low Spender
9/1/2019,DNK,1,1,0,9/1/2019,9/1/2019,661,0,0,0,1,0,39.468,1,39.546,39.624,39.468,web,0,1,0,"[
  mexican
]",TRUE,6,6, , ,4.978,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Occasional Big Spender
9/1/2019,DNK,3,3,0,9/1/2019,11/9/2019,662,0,0,0,3,0,80.96,3,24.336,30.48,27.324,android,0,1,2, ,TRUE,8,4,35,35,11.347,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 3,
  Retail store: 0
}",Mid-Tier User
9/1/2019,FIN,8,8,0,9/1/2019,10/30/2020,663,0,4,0,4,0,280.324,4,20.28,59.944,35.42,android,0,1,7, ,TRUE,12,2,61,32,3.789,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 4,
  Retail store: 4
}",Mid-Tier User
9/1/2019,DNK,1,1,0,9/1/2019,9/1/2019,664,0,0,0,1,0,41.492,1,41.574,41.656,41.492,web,0,1,0,"[
  mexican
]",TRUE,6,7, , ,0.082,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Occasional Big Spender
9/1/2019,DNK,4,4,0,9/1/2019,1/16/2020,665,0,2,0,2,0,175.076,4,27.378,62.992,43.516,ios,4,0,0,"[
  italian
]",TRUE,17,3,46,9,6.325,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 4,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,9,9,0,9/4/2019,2/5/2020,666,0,2,0,7,0,205.436,5,17.238,26.416,23.276,android,0,0,9,"[
  italian
]",FALSE,22,7,19,19,6.333,"{
  General merchandise: 1,
  Grocery: 4,
  Pet supplies: 0,
  Restaurant: 4,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,1,0,1,9/23/2020,9/23/2020,667,0,0,0,1,0,27.324,1,27.378,27.432,27.324,ios,1,0,0, ,FALSE,10,5, , ,9.092,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,3,3,0,9/1/2019,9/20/2019,668,0,0,0,3,0,60.72,3,17.238,24.384,20.24,web,0,3,0, ,TRUE,4,4,10,10,5.802,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 3,
  Retail store: 0
}",Mid-Tier User
9/1/2019,GRC,1,1,0,9/3/2019,9/3/2019,669,0,0,1,0,0,6.072,1,6.084,6.096,6.072,web,0,1,0, ,TRUE,14,5, , ,6.789,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Budget User
9/1/2019,DNK,1,1,0,9/15/2019,9/15/2019,671,0,1,0,0,0,50.6,1,50.7,50.8,50.6,ios,1,0,0, ,TRUE,11,1, , ,0.563,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Occasional Big Spender
9/1/2019,DNK,8,7,1,9/1/2019,5/16/2020,674,1,3,0,4,0,433.136,7,26.364,85.344,54.648,ios,8,0,0,"[
  american,
  japanese
]",FALSE,0,3,37,28,8.975,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 4,
  Retail store: 4
}",Power User
9/1/2019,DNK,16,16,0,9/1/2019,10/31/2020,675,0,2,0,14,0,689.172,8,22.308,68.072,43.516,web,0,15,1, ,TRUE,9,4,28,15,10.128,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 8,
  Retail store: 8
}",Power User
9/1/2019,DNK,3,3,0,5/30/2020,9/20/2020,676,0,2,0,1,0,65.78,2,17.238,30.48,22.264,ios,3,0,0, ,FALSE,23,1,57,57,7.852,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 3,
  Retail store: 0
}",Mid-Tier User
9/1/2019,FIN,5,5,0,9/1/2019,10/2/2020,678,0,2,0,3,0,82.984,3,14.196,20.32,16.192,ios,5,0,0, ,FALSE,7,5,99,83,3.186,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 5,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,2,2,0,10/26/2019,11/3/2019,679,0,1,0,1,0,40.48,2,18.252,22.352,20.24,ios,2,0,0, ,FALSE,3,7,8,8,10.133,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 2,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,1,1,0,9/1/2019,9/1/2019,680,0,0,0,1,0,32.384,1,32.448,32.512,32.384,ios,1,0,0, ,TRUE,2,6, , ,5.453,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,11,10,1,9/1/2019,10/14/2020,681,0,0,1,10,0,472.604,8,18.252,60.96,42.504,web,0,11,0, ,TRUE,15,5,41,27,11.355,"{
  General merchandise: 1,
  Grocery: 5,
  Pet supplies: 0,
  Restaurant: 5,
  Retail store: 0
}",Power User
9/1/2019,DNK,1,1,0,8/3/2020,8/3/2020,682,0,0,0,1,0,20.24,1,20.28,20.32,20.24,ios,1,0,0, ,FALSE,7,3, , ,1.387,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,28,14,14,9/1/2019,10/29/2020,685,0,4,1,23,0,1136.476,9,19.266,119.888,40.48,ios,28,0,0,"[
  american,
  mexican
]",TRUE,7,5,16,9,1.697,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 14,
  Retail store: 14
}",Power User
9/1/2019,FIN,2,2,0,9/1/2019,5/31/2020,686,0,0,0,2,0,73.876,2,34.476,39.624,37.444,web,1,1,0, ,TRUE,9,4,273,273,11.98,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 2,
  Retail store: 0
}",Mid-Tier User
9/1/2019,FIN,2,2,0,10/17/2019,12/7/2019,687,0,2,0,0,0,33.396,1,16.224,17.272,17.204,ios,2,0,0,"[
  american
]",TRUE,14,6,51,51,3.376,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 2,
  Retail store: 0
}",Budget User
9/1/2019,DNK,1,1,0,11/22/2019,11/22/2019,688,0,1,0,0,0,37.444,1,37.518,37.592,37.444,web,0,1,0, ,TRUE,1,7, , ,7.397,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,1,1,0,10/4/2019,10/4/2019,689,0,0,0,1,0,37.444,1,37.518,37.592,37.444,ios,1,0,0, ,FALSE,1,2, , ,0.965,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,3,3,0,9/1/2019,12/20/2019,690,0,0,0,3,0,269.192,2,74.022,99.568,90.068,web,0,3,0,"[
  mexican
]",TRUE,4,4,55,55,1.154,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 3,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,11,10,1,9/1/2019,10/22/2020,691,0,7,0,4,0,490.82,9,18.252,89.408,44.528,web,9,2,0,"[
  japanese
]",TRUE,6,4,42,27,5.201,"{
  General merchandise: 1,
  Grocery: 5,
  Pet supplies: 0,
  Restaurant: 5,
  Retail store: 0
}",Power User
9/1/2019,DNK,17,17,0,9/1/2019,10/28/2020,697,0,0,2,15,0,589.996,7,15.21,62.992,34.408,ios,17,0,0, ,TRUE,18,6,26,15,3.127,"{
  General merchandise: 1,
  Grocery: 8,
  Pet supplies: 0,
  Restaurant: 8,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,5,4,1,11/1/2019,10/30/2020,698,0,0,0,5,0,183.172,4,27.378,42.672,36.432,web,2,3,0, ,TRUE,10,4,91,88,8.376,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 5,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,22,13,9,2/6/2020,10/29/2020,699,0,0,0,22,0,492.844,11,8.112,61.976,22.264,ios,22,0,0, ,FALSE,9,7,13,10,0.262,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 11,
  Retail store: 11
}",Mid-Tier User
9/1/2019,DNK,15,14,1,9/1/2019,7/3/2020,700,0,2,0,13,0,394.68,9,14.196,47.752,26.312,android,0,0,15, ,FALSE,16,3,22,16,0.1,"{
  General merchandise: 1,
  Grocery: 7,
  Pet supplies: 0,
  Restaurant: 7,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,2,1,1,9/21/2019,11/3/2019,703,0,1,0,1,0,64.768,1,32.448,32.512,32.384,android,0,0,2, ,FALSE,14,3,44,44,1.95,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 2,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,1,1,0,10/17/2020,10/17/2020,705,0,0,1,0,0,23.276,1,23.322,23.368,23.276,ios,1,0,0, ,TRUE,6,6, , ,3.6,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,1,1,0,5/17/2020,5/17/2020,707,0,0,0,1,0,29.348,1,29.406,29.464,29.348,web,0,1,0, ,TRUE,23,2, , ,2.362,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,2,2,0, ,2/8/2020,708,0,1,0,1,0,55.66,1,22.308,33.528,28.336,android,0,0,2, ,TRUE,19,4, , ,4.043,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 2,
  Retail store: 0
}",Mid-Tier User
9/1/2019,FIN,31,31,0,9/1/2019,10/2/2020,709,0,12,0,19,0,769.12,8,12.168,79.248,25.3,android,0,0,31, ,FALSE,20,7,13,9,8.517,"{
  General merchandise: 0,
  Grocery: 15,
  Pet supplies: 1,
  Restaurant: 15,
  Retail store: 0
}",Mid-Tier User
9/1/2019,FIN,3,2,1,9/4/2019,10/23/2019,710,0,1,0,2,0,66.792,2,12.168,31.496,22.264,android,0,0,3, ,FALSE,22,4,25,25,6.007,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 3,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,19,19,0,9/15/2019,10/11/2020,713,0,3,1,15,0,686.136,11,20.28,91.44,36.432,ios,19,0,0, ,FALSE,10,7,22,14,3.538,"{
  General merchandise: 1,
  Grocery: 9,
  Pet supplies: 0,
  Restaurant: 9,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,1,1,0,8/14/2020,8/14/2020,715,0,0,0,1,0,33.396,1,33.462,33.528,33.396,ios,1,0,0, ,FALSE,5,7, , ,10.928,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,4,4,0,9/1/2019,10/16/2020,716,0,0,0,4,0,134.596,4,26.364,48.768,33.396,ios,4,0,0, ,TRUE,7,5,137,153,1.629,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 4,
  Retail store: 0
}",Mid-Tier User
9/1/2019,GRC,4,4,0,9/1/2019,10/15/2019,717,0,0,2,2,0,28.336,3,7.098,8.128,7.084,android,0,0,4, ,FALSE,1,5,15,16,1.236,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 4,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,1,1,0,9/1/2019,9/1/2019,718,0,0,0,1,0,14.168,1,14.196,14.224,14.168,android,0,0,1, ,FALSE,17,5, , ,10.655,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Budget User
9/1/2019,FIN,2,2,0,9/8/2019,9/15/2019,721,0,0,0,2,0,59.708,1,29.406,30.48,29.348,android,0,0,2, ,FALSE,19,5,7,7,10.749,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 2,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,3,3,0,5/8/2020,9/13/2020,722,0,1,0,2,0,99.176,3,22.308,42.672,33.396,ios,3,0,0,"[
  italian,
  american
]",FALSE,15,7,64,64,2.22,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 3,
  Retail store: 0
}",Mid-Tier User
9/1/2019,FIN,3,3,0,5/18/2020,6/11/2020,723,0,0,1,2,0,70.84,2,15.21,33.528,23.276,android,0,0,3, ,TRUE,1,1,12,12,7.814,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 3,
  Retail store: 0
}",Mid-Tier User
9/1/2019,FIN,2,2,0,11/4/2019,11/8/2019,724,0,1,0,1,0,33.396,2,16.224,17.272,16.192,ios,0,2,0, ,TRUE,7,3,4,4,1.321,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 2,
  Retail store: 0
}",Budget User
9/1/2019,FIN,1,1,0,7/10/2020,7/10/2020,725,0,0,0,1,0,14.168,1,14.196,14.224,14.168,android,0,0,1, ,TRUE,15,2, , ,2.919,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Budget User
9/1/2019,DNK,3,2,1,1/3/2020,8/23/2020,728,0,1,0,2,0,72.864,3,18.252,31.496,24.288,ios,3,0,0,"[
  japanese
]",FALSE,9,3,117,117,5.27,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 3,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,4,4,0,9/12/2019,7/11/2020,729,0,1,1,2,0,125.488,4,16.224,39.624,31.372,ios,4,0,0, ,TRUE,13,1,101,37,2.409,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 4,
  Retail store: 0
}",Mid-Tier User
9/1/2019,FIN,47,47,0,9/1/2019,7/27/2020,737,1,9,12,23,0,934.076,10,14.196,40.64,20.24,web,0,46,1,"[
  american,
  italian,
  mexican
]",TRUE,21,4,7,3,3.22,"{
  General merchandise: 0,
  Grocery: 23,
  Pet supplies: 1,
  Restaurant: 23,
  Retail store: 0
}",Mid-Tier User
9/1/2019,FIN,3,3,0,9/6/2019,10/28/2019,738,1,2,0,0,0,63.756,3,18.252,24.384,21.252,android,0,0,3, ,FALSE,14,4,26,26,2.221,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 3,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,1,1,0,9/1/2019,9/1/2019,739,0,0,0,1,0,19.228,1,19.266,19.304,19.228,ios,1,0,0, ,FALSE,23,4, , ,3.229,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 1,
  Retail store: 0
}",Budget User
9/1/2019,DNK,9,9,0,9/1/2019,6/20/2020,740,0,2,1,6,0,228.712,7,16.224,67.056,25.3,ios,9,0,0,"[
  indian
]",TRUE,16,2,37,26,11.244,"{
  General merchandise: 1,
  Grocery: 4,
  Pet supplies: 0,
  Restaurant: 4,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,2,2,0,9/1/2019,9/2/2019,741,0,0,0,2,0,58.696,2,28.392,30.48,29.348,ios,2,0,0, ,FALSE,7,6,1,1,10.435,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 2,
  Retail store: 0
}",Mid-Tier User
9/1/2019,DNK,6,6,0,9/1/2019,8/16/2020,742,0,2,1,3,0,226.688,5,17.238,74.168,37.444,ios,6,0,0, ,TRUE,23,7,70,52,9.825,"{
  General merchandise: 0,
  Grocery: 0,
  Pet supplies: 0,
  Restaurant: 3,
  Retail store: 3
}",Mid-Tier User
